,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_lr_schedule,params_max_grad_norm,params_n_steps,params_net_arch,params_normalize_advantage,params_ortho_init,params_use_rms_prop,params_vf_coef,state
113,113,0.9460000000000001,2024-05-19 02:55:14.751199,2024-05-19 03:11:31.950068,0 days 00:16:17.198869,tanh,4.524805413761475e-05,0.95,0.9999,0.0003176417992103356,linear,0.9,64,medium,True,True,True,0.9132156448054796,COMPLETE
114,114,0.368,2024-05-19 02:55:16.545479,2024-05-19 03:26:37.036218,0 days 00:31:20.490739,tanh,0.001074876894815499,0.95,0.9999,0.0021742146730141946,linear,2.0,64,medium,True,True,True,0.6585614665439752,COMPLETE
115,115,0.008,2024-05-19 02:55:22.905771,2024-05-19 03:33:56.282515,0 days 00:38:33.376744,tanh,1.249932968588179e-05,0.95,0.9999,0.0007751039743765321,linear,1.0,64,medium,True,False,True,0.6834871370675425,PRUNED
116,116,0.6880000000000001,2024-05-19 03:00:49.847594,2024-05-19 03:24:48.047153,0 days 00:23:58.199559,tanh,0.0002693836613006623,0.95,0.9999,0.0012708948019580259,linear,2.0,1024,medium,True,True,True,0.5622083499878089,COMPLETE
117,117,0.5720000000000001,2024-05-19 03:00:50.125148,2024-05-19 03:24:43.709599,0 days 00:23:53.584451,tanh,4.298714416559556e-06,0.95,0.99,0.00010979504866251593,linear,2.0,64,medium,True,True,True,0.7352660224813269,COMPLETE
118,118,-98.89399999999999,2024-05-19 03:01:59.462691,2024-05-19 03:18:08.058514,0 days 00:16:08.595823,tanh,0.00026653543105153207,0.95,0.9999,0.0002568584124366539,linear,2.0,64,medium,True,True,True,0.7477736185435147,PRUNED
119,119,0.686,2024-05-19 03:04:28.744209,2024-05-19 03:28:25.338972,0 days 00:23:56.594763,tanh,2.6690140358943816e-06,0.95,0.99,3.367717339983667e-05,linear,2.0,64,medium,True,True,True,0.6285068729693946,COMPLETE
120,120,0.0,2024-05-19 03:09:13.878658,2024-05-19 03:47:42.867595,0 days 00:38:28.988937,tanh,6.846542883144951e-06,0.95,0.9999,0.0006183442841838864,linear,2.0,64,medium,True,False,True,0.946214574301341,PRUNED
121,121,0.372,2024-05-19 03:09:48.583583,2024-05-19 03:39:50.733701,0 days 00:30:02.150118,tanh,3.2277948910622633e-06,0.95,0.99,0.00014742254644836103,linear,2.0,64,medium,True,True,True,0.3618572143828948,COMPLETE
122,122,0.012,2024-05-19 03:10:02.834928,2024-05-19 03:48:50.124555,0 days 00:38:47.289627,tanh,0.0026798547365583995,0.8,0.9999,0.00259750459174651,linear,0.5,32,medium,True,True,True,0.538107763012778,PRUNED
123,123,0.064,2024-05-19 03:10:10.580455,2024-05-19 03:48:50.209583,0 days 00:38:39.629128,tanh,2.321582718426012e-05,0.8,0.9999,0.0002466876603011829,linear,0.7,16,medium,True,True,True,0.8984189910386456,PRUNED
124,124,0.678,2024-05-19 03:10:50.510505,2024-05-19 03:34:26.936298,0 days 00:23:36.425793,tanh,7.477677074960965e-06,0.95,0.99,4.6792329982004004e-05,linear,0.9,64,medium,True,True,True,0.6872733524519768,COMPLETE
125,125,0.038,2024-05-19 03:11:31.952106,2024-05-19 03:50:19.127450,0 days 00:38:47.175344,tanh,2.920008633608074e-05,0.9,0.995,0.0014116215018709056,linear,2.0,8,medium,True,True,False,0.9894783643383932,PRUNED
126,126,1.286,2024-05-19 03:17:51.029031,2024-05-19 03:26:40.221978,0 days 00:08:49.192947,tanh,0.002276238935042423,0.8,0.9999,0.0026731575082628964,constant,0.5,32,medium,False,True,True,0.7947354413532003,COMPLETE
127,127,0.05600000000000001,2024-05-19 03:17:58.205435,2024-05-19 03:56:21.653972,0 days 00:38:23.448537,tanh,0.00020775377654245184,1.0,0.9999,0.0002869725659276689,linear,0.9,64,medium,True,True,True,0.9856251835254177,PRUNED
128,128,0.064,2024-05-19 03:18:08.059516,2024-05-19 03:56:40.256762,0 days 00:38:32.197246,tanh,0.0024699800012489524,0.95,0.9999,0.0013147457274741011,linear,1.0,16,medium,True,True,True,0.9622644132872447,PRUNED
129,129,-99.316,2024-05-19 03:18:35.421301,2024-05-19 03:42:27.386897,0 days 00:23:51.965596,tanh,0.00020369796538178728,0.95,0.9999,0.00015623147560450676,constant,0.9,64,medium,True,True,True,0.8687605279425012,PRUNED
130,130,0.018,2024-05-19 03:24:30.353001,2024-05-19 04:03:16.540641,0 days 00:38:46.187640,tanh,2.863930461616994e-06,0.95,0.999,0.0002299782751292061,constant,2.0,32,small,True,True,True,0.7804595750181276,PRUNED
131,131,0.0,2024-05-19 03:24:43.711599,2024-05-19 04:03:42.438896,0 days 00:38:58.727297,relu,0.0027588127928310923,0.95,0.9999,0.00014898194687351933,linear,1.0,64,medium,True,True,True,0.9412739735404999,PRUNED
132,132,0.55,2024-05-19 03:24:48.048151,2024-05-19 03:48:18.987064,0 days 00:23:30.938913,tanh,0.05010014768037634,0.8,0.9999,1.2208584810118184e-05,constant,0.5,32,medium,True,True,True,0.3972363102997828,COMPLETE
133,133,0.048,2024-05-19 03:26:37.037219,2024-05-19 04:04:43.951745,0 days 00:38:06.914526,tanh,3.6245098679439534e-05,0.95,0.9999,0.0023807457397208593,linear,0.3,64,small,True,True,False,0.9288748664897042,PRUNED
134,134,-500.006,2024-05-19 03:26:40.223978,2024-05-19 04:05:15.181228,0 days 00:38:34.957250,tanh,0.0012013150638572466,0.95,0.9999,0.002171485695080237,linear,1.0,16,medium,True,True,False,0.6615080913741958,PRUNED
135,135,0.008,2024-05-19 03:28:25.340972,2024-05-19 04:07:01.744376,0 days 00:38:36.403404,tanh,0.0019035855006968602,0.8,0.98,0.008844449512637,constant,0.5,32,medium,False,True,True,0.8937042636120985,PRUNED
136,136,0.634,2024-05-19 03:33:56.284517,2024-05-19 03:57:17.236830,0 days 00:23:20.952313,relu,0.022776350800649946,1.0,0.9999,0.00337546520460161,constant,0.5,32,small,False,True,True,0.9715915384203694,COMPLETE
137,137,-99.99199999999999,2024-05-19 03:34:26.939298,2024-05-19 04:12:49.903002,0 days 00:38:22.963704,tanh,0.0004311847626664578,0.8,0.9999,0.0020140186123178703,constant,0.5,32,medium,False,True,True,0.8453879979443365,PRUNED
138,138,-99.986,2024-05-19 03:39:50.735700,2024-05-19 04:17:02.145577,0 days 00:37:11.409877,tanh,0.009959398178133275,0.8,0.9999,0.014810580633625954,constant,0.5,32,medium,False,True,True,0.8653340029430591,PRUNED
139,139,-499.89400000000006,2024-05-19 03:42:27.389899,2024-05-19 04:21:32.897732,0 days 00:39:05.507833,tanh,0.0002028130837433138,0.8,0.9999,0.012856192807209049,constant,0.5,16,medium,False,True,True,0.8712618621672443,PRUNED
140,140,0.364,2024-05-19 03:47:42.869595,2024-05-19 04:18:35.956837,0 days 00:30:53.087242,tanh,0.014573105560215037,0.9,0.9999,0.002269136398557416,constant,0.6,32,medium,False,True,True,0.6466924811014343,COMPLETE
141,141,0.0,2024-05-19 03:48:18.990067,2024-05-19 04:26:44.270180,0 days 00:38:25.280113,tanh,0.02524021602539506,0.8,0.9999,0.06128142150269721,constant,0.5,64,medium,False,True,True,0.3870978359468094,PRUNED
142,142,0.0,2024-05-19 03:48:50.126555,2024-05-19 04:27:20.318571,0 days 00:38:30.192016,tanh,0.05360707374697463,0.8,0.9999,0.0006954205037181741,constant,0.5,32,medium,False,True,True,0.8990220084647409,PRUNED
143,143,0.9700000000000001,2024-05-19 03:48:50.211582,2024-05-19 04:04:49.722289,0 days 00:15:59.510707,tanh,0.0002731735503558482,0.92,0.9999,0.0008115385938954413,linear,0.5,64,medium,True,True,True,0.9643215037906272,COMPLETE
144,144,0.0,2024-05-19 03:50:19.128449,2024-05-19 04:28:30.912277,0 days 00:38:11.783828,tanh,3.6539489739369674e-05,0.8,0.9999,0.0010022533169875818,constant,0.5,32,medium,False,True,True,0.9751249194152893,PRUNED
145,145,-0.003999999999999999,2024-05-19 03:56:21.655975,2024-05-19 04:34:25.416707,0 days 00:38:03.760732,tanh,6.988007155364488e-06,0.95,0.9999,0.00028526023978457085,linear,0.9,64,small,True,True,True,0.8022400467681848,PRUNED
146,146,0.302,2024-05-19 03:56:40.257763,2024-05-19 04:27:27.724468,0 days 00:30:47.466705,tanh,0.0010431107828519034,0.8,0.98,0.009263969467100485,constant,0.5,32,medium,False,True,True,0.9763611093776603,PRUNED
147,147,0.034,2024-05-19 03:57:17.238827,2024-05-19 04:35:51.016028,0 days 00:38:33.777201,tanh,0.006051427701663081,0.8,0.995,0.0003761636711978205,constant,0.5,32,medium,False,True,True,0.8382718773552378,PRUNED
148,148,-2548.912,2024-05-19 04:03:16.542641,2024-05-19 04:19:47.235014,0 days 00:16:30.692373,tanh,0.01396857742736541,0.8,0.9999,0.002007721934898245,constant,0.5,8,medium,False,True,True,0.9283674487117941,PRUNED
149,149,0.348,2024-05-19 04:03:42.439895,2024-05-19 04:34:47.318879,0 days 00:31:04.878984,tanh,0.0078180082105662,0.98,0.9,0.0001632298655623931,linear,2.0,256,medium,True,True,True,0.9014694593675896,PRUNED
150,150,-5199.392,2024-05-19 04:04:43.952745,2024-05-19 04:43:07.445612,0 days 00:38:23.492867,tanh,0.0006640061267380604,0.99,0.995,0.00048420878734132476,linear,1.0,256,medium,True,True,True,0.9922847860930325,PRUNED
151,151,0.0,2024-05-19 04:04:49.724290,2024-05-19 04:43:22.864358,0 days 00:38:33.140068,tanh,3.163042923881546e-05,0.8,0.9999,0.005631625298154738,constant,0.5,32,medium,False,False,True,0.9678149737077532,PRUNED
152,152,0.004,2024-05-19 04:05:15.182228,2024-05-19 04:43:46.762010,0 days 00:38:31.579782,tanh,0.00039110434132942927,0.8,0.9999,0.0024706930999976507,constant,0.3,32,medium,False,True,True,0.9478175941285808,PRUNED
153,153,0.006,2024-05-19 04:07:01.745380,2024-05-19 04:45:35.503256,0 days 00:38:33.757876,tanh,0.01591355576911736,0.8,0.9999,0.0003282011660208797,constant,5.0,32,medium,False,True,True,0.9576069602626532,PRUNED
154,154,-99.316,2024-05-19 04:12:49.904000,2024-05-19 04:36:12.037719,0 days 00:23:22.133719,tanh,0.001234898934859573,1.0,0.995,2.1923479702648826e-05,constant,2.0,256,medium,True,True,True,0.7039584344455807,PRUNED
155,155,0.674,2024-05-19 04:17:02.147581,2024-05-19 04:40:10.821478,0 days 00:23:08.673897,tanh,0.0025924270176539334,0.95,0.9999,0.00021932682802142003,linear,0.3,1024,medium,True,True,True,0.43051881166011186,COMPLETE
156,156,-100.002,2024-05-19 04:18:35.959839,2024-05-19 04:57:11.771806,0 days 00:38:35.811967,tanh,0.039978953880085544,0.98,0.95,0.0008704065840153341,linear,0.6,256,medium,True,True,True,0.7893711022590565,PRUNED
157,157,0.066,2024-05-19 04:19:47.236013,2024-05-19 04:58:32.457386,0 days 00:38:45.221373,tanh,0.000472669892216049,0.92,0.98,0.00020132166663654576,linear,0.5,64,medium,True,True,True,0.7540792101084861,PRUNED
158,158,-198.786,2024-05-19 04:21:32.898732,2024-05-19 04:37:35.664977,0 days 00:16:02.766245,tanh,0.0009663195848924551,0.98,0.995,0.0008276912199876131,linear,0.6,256,medium,True,True,True,0.8524243109967808,PRUNED
159,159,-0.006,2024-05-19 04:26:44.271177,2024-05-19 05:05:40.569335,0 days 00:38:56.298158,tanh,0.0009294147670087566,0.99,0.9999,9.329552803806841e-05,linear,2.0,16,small,True,True,True,0.6121118533372281,PRUNED
160,160,-499.938,2024-05-19 04:27:20.319570,2024-05-19 05:06:18.547048,0 days 00:38:58.227478,tanh,3.593170757200869e-06,0.92,0.9999,0.0038396496492565475,linear,0.5,64,medium,True,True,True,0.7852367663271124,PRUNED
161,161,0.0,2024-05-19 04:27:27.726470,2024-05-19 05:05:44.880505,0 days 00:38:17.154035,tanh,0.001047564039561136,0.92,0.999,0.00026075302520453064,linear,0.5,64,small,True,False,True,0.9914338830350258,PRUNED
162,162,0.6460000000000001,2024-05-19 04:28:30.913278,2024-05-19 04:52:23.774764,0 days 00:23:52.861486,tanh,0.0011916728127665764,0.92,0.9999,0.000808119274162845,linear,5.0,2048,medium,True,True,True,0.9543377869509887,COMPLETE
163,163,0.002,2024-05-19 04:34:25.417709,2024-05-19 05:13:49.319038,0 days 00:39:23.901329,tanh,0.00033045064488323994,0.92,0.9999,0.0038748713763356118,linear,0.5,8,medium,True,True,True,0.8250415762797589,PRUNED
164,164,0.0,2024-05-19 04:34:47.319882,2024-05-19 05:13:16.139596,0 days 00:38:28.819714,tanh,0.00014556363878205164,0.9,0.9999,0.007258731609941081,linear,0.5,64,medium,True,True,True,0.9436254772490611,PRUNED
165,165,0.6599999999999999,2024-05-19 04:35:51.017127,2024-05-19 04:59:50.571437,0 days 00:23:59.554310,tanh,0.0012870866968735988,0.98,0.995,1.2512257689908631e-05,linear,2.0,256,medium,False,True,True,0.5967258275379382,COMPLETE
166,166,0.354,2024-05-19 04:36:12.039719,2024-05-19 05:07:33.561219,0 days 00:31:21.521500,tanh,9.736610048543744e-05,0.95,0.98,0.0002687080785936639,linear,0.9,8,medium,True,True,True,0.9383877802623851,PRUNED
167,167,0.02,2024-05-19 04:37:35.665977,2024-05-19 05:16:14.263440,0 days 00:38:38.597463,tanh,3.6827728385076536e-06,0.95,0.995,0.0008749352734662113,linear,0.3,64,medium,False,True,True,0.8825914069569264,PRUNED
168,168,0.374,2024-05-19 04:40:10.823476,2024-05-19 05:10:21.411867,0 days 00:30:10.588391,tanh,0.00024051369031828393,0.92,0.9999,0.0004753494010196652,linear,0.5,1024,small,True,True,True,0.9342294597465907,COMPLETE
169,169,-0.013999999999999999,2024-05-19 04:43:07.447612,2024-05-19 05:21:43.759265,0 days 00:38:36.311653,tanh,0.0002029524495957437,0.92,0.9999,0.00013106201258858825,linear,5.0,64,medium,True,True,True,0.7916747995680888,PRUNED
170,170,-300.006,2024-05-19 04:43:22.866358,2024-05-19 05:22:17.760509,0 days 00:38:54.894151,tanh,0.0002616594386079362,0.92,0.9999,0.002247589689781728,linear,0.5,64,medium,True,True,True,0.9881470550556951,PRUNED
171,171,1.234,2024-05-19 04:43:46.765008,2024-05-19 04:52:27.508129,0 days 00:08:40.743121,tanh,1.8993026291196995e-05,0.92,0.9999,0.00027128071687101653,linear,0.5,64,medium,True,True,True,0.9493919977808818,COMPLETE
172,172,-99.264,2024-05-19 04:45:35.505453,2024-05-19 05:09:10.195647,0 days 00:23:34.690194,tanh,0.0008407871546086921,0.92,0.9999,0.00021068365819493822,linear,0.5,2048,medium,True,True,True,0.8003492308550316,PRUNED
173,173,0.05800000000000001,2024-05-19 04:52:23.775765,2024-05-19 05:31:21.693466,0 days 00:38:57.917701,tanh,0.02042401189238471,0.98,0.995,0.0007046361072088381,linear,2.0,8,medium,False,True,True,0.8016629814991219,PRUNED
174,174,-499.90599999999995,2024-05-19 04:52:27.510130,2024-05-19 05:31:26.627845,0 days 00:38:59.117715,tanh,4.019391816213551e-05,0.92,0.9999,0.0024560970572717485,linear,0.5,8,medium,True,True,True,0.8943986893467599,PRUNED
175,175,-98.884,2024-05-19 04:57:11.772806,2024-05-19 05:13:23.178102,0 days 00:16:11.405296,tanh,2.588224937025189e-07,0.92,0.9999,0.00038976431152292027,linear,0.5,64,medium,True,True,True,0.9179531468325494,PRUNED
176,176,0.01,2024-05-19 04:58:32.458386,2024-05-19 05:37:04.453403,0 days 00:38:31.995017,tanh,2.9445758319817085e-06,1.0,0.995,0.0025830322415531133,linear,0.7,64,medium,True,True,True,0.8810894220610102,PRUNED
177,177,0.5780000000000001,2024-05-19 04:59:50.573437,2024-05-19 05:23:50.207154,0 days 00:23:59.633717,tanh,2.709771189793132e-05,0.99,0.9999,6.337965115995826e-05,linear,0.5,64,medium,True,True,True,0.8552323275870487,COMPLETE
178,178,0.05,2024-05-19 05:05:40.571334,2024-05-19 05:43:57.871309,0 days 00:38:17.299975,tanh,2.6516790296820724e-05,0.92,0.9999,0.0031867835123309744,linear,0.5,64,small,True,True,True,0.8706426970475697,PRUNED
179,179,-500.00200000000007,2024-05-19 05:05:44.883504,2024-05-19 05:44:16.327251,0 days 00:38:31.443747,tanh,6.543865492363479e-07,0.92,0.95,0.0030034372959920523,linear,0.5,512,medium,True,True,True,0.816076915402099,PRUNED
180,180,-499.87399999999997,2024-05-19 05:06:18.548047,2024-05-19 05:45:34.422217,0 days 00:39:15.874170,tanh,0.0023710723272964214,0.99,0.9999,0.002228527125727602,linear,2.0,1024,medium,True,True,True,0.6281164403703572,PRUNED
181,181,0.6719999999999999,2024-05-19 05:07:33.563217,2024-05-19 05:31:14.171997,0 days 00:23:40.608780,tanh,8.765608686300916e-07,0.99,0.9999,0.00014747087266095565,linear,0.5,512,medium,True,True,True,0.9829986022705367,COMPLETE
182,182,0.67,2024-05-19 05:09:10.196645,2024-05-19 05:33:03.782686,0 days 00:23:53.586041,tanh,0.009590223989990257,0.8,0.95,0.0015416702202653676,linear,2.0,1024,medium,True,True,True,0.5115504079577403,COMPLETE
183,183,-5099.132,2024-05-19 05:10:21.413867,2024-05-19 05:40:23.116558,0 days 00:30:01.702691,tanh,0.0010219767832664922,0.9,0.995,0.0001871818827333977,linear,2.0,256,medium,True,True,True,0.5652223700013876,PRUNED
184,184,-499.954,2024-05-19 05:13:16.140595,2024-05-19 05:51:58.312257,0 days 00:38:42.171662,tanh,7.339780216306187e-08,0.92,0.999,0.035295047201643996,linear,0.9,32,medium,True,False,False,0.3010246678254547,PRUNED
185,185,-199.272,2024-05-19 05:13:23.180101,2024-05-19 05:36:43.327622,0 days 00:23:20.147521,tanh,5.760944318138736e-07,1.0,0.995,0.005876673933656414,linear,2.0,1024,small,True,True,True,0.8104130804773599,PRUNED
186,186,0.0,2024-05-19 05:13:49.321041,2024-05-19 05:52:09.842718,0 days 00:38:20.521677,relu,1.0102685634557127e-07,0.95,0.9999,0.0022091867070949825,linear,1.0,64,small,True,True,False,0.17039543746887503,PRUNED
187,187,0.9280000000000002,2024-05-19 05:16:14.264439,2024-05-19 05:32:21.675435,0 days 00:16:07.410996,tanh,1.3722617196128832e-05,0.92,0.995,0.00011373890178157942,linear,2.0,64,medium,True,True,True,0.9172471614919933,COMPLETE
188,188,0.632,2024-05-19 05:21:43.760265,2024-05-19 05:45:19.081944,0 days 00:23:35.321679,tanh,0.00043182804322021434,0.95,0.995,0.00043416917260478564,linear,2.0,64,medium,True,True,True,0.8928434668392853,COMPLETE
189,189,0.0,2024-05-19 05:22:17.763510,2024-05-19 06:01:02.581450,0 days 00:38:44.817940,relu,4.226104920112541e-05,0.95,0.995,0.0009189462617627392,linear,2.0,64,small,True,True,True,0.6573447766765752,PRUNED
190,190,0.0,2024-05-19 05:23:50.209152,2024-05-19 06:02:35.587792,0 days 00:38:45.378640,relu,2.2206545542387666e-06,0.95,0.995,0.0005069267020393221,constant,2.0,64,medium,True,True,True,0.8722801829990999,PRUNED
191,191,0.368,2024-05-19 05:31:14.173995,2024-05-19 06:02:21.849111,0 days 00:31:07.675116,tanh,4.837455745997222e-07,0.95,0.995,0.00015079309944722723,linear,5.0,64,medium,True,True,True,0.8123662770063111,COMPLETE
192,192,0.364,2024-05-19 05:31:21.695467,2024-05-19 06:02:46.663819,0 days 00:31:24.968352,tanh,6.633896931612898e-06,0.95,0.995,0.00026831606895708705,linear,5.0,64,medium,True,True,True,0.8196157297889174,PRUNED
193,193,0.328,2024-05-19 05:31:26.629845,2024-05-19 06:02:40.986716,0 days 00:31:14.356871,tanh,3.58626549787232e-06,0.95,0.995,0.0002026542377382402,linear,2.0,64,medium,True,True,True,0.963235111216647,PRUNED
194,194,0.37,2024-05-19 05:32:21.677434,2024-05-19 06:03:29.280007,0 days 00:31:07.602573,tanh,0.00020405758155710884,0.92,0.995,1.1054337360534791e-05,linear,2.0,64,medium,True,True,True,0.8424470224540469,COMPLETE
195,195,0.0,2024-05-19 05:33:03.784688,2024-05-19 06:11:35.279025,0 days 00:38:31.494337,relu,2.1140519542143262e-06,0.99,0.999,0.001675450017418233,linear,0.9,64,medium,True,True,False,0.06179252527398656,PRUNED
196,196,0.0,2024-05-19 05:36:43.330621,2024-05-19 06:15:16.527069,0 days 00:38:33.196448,tanh,4.016382715884868e-05,0.95,0.9999,0.0019819088156728384,linear,2.0,1024,medium,True,False,True,0.3271855713089534,PRUNED
197,197,0.34199999999999997,2024-05-19 05:37:04.455403,2024-05-19 06:08:11.635064,0 days 00:31:07.179661,tanh,1.4125016819074665e-06,0.92,0.995,0.0003667082877381052,linear,2.0,64,medium,True,True,True,0.8975808597650483,PRUNED
198,198,0.9800000000000001,2024-05-19 05:40:23.117560,2024-05-19 05:55:59.673738,0 days 00:15:36.556178,tanh,1.2592391012097052e-05,0.95,0.995,0.00017210547184840535,linear,2.0,64,medium,True,True,True,0.9470519463256267,COMPLETE
199,199,0.9400000000000001,2024-05-19 05:43:57.872307,2024-05-19 06:00:12.147981,0 days 00:16:14.275674,tanh,0.00010723649190222978,0.92,0.995,7.14970102804993e-05,linear,0.8,512,medium,True,True,True,0.7862777420753502,COMPLETE
200,200,0.066,2024-05-19 05:44:16.329252,2024-05-19 06:22:42.305882,0 days 00:38:25.976630,tanh,5.7065677969292804e-05,0.95,0.995,0.0024321242003786862,linear,2.0,64,small,True,True,True,0.9265473094085783,PRUNED
201,201,0.366,2024-05-19 05:45:19.083945,2024-05-19 06:16:30.888596,0 days 00:31:11.804651,tanh,0.0005019363368757629,0.95,0.999,7.667735780388965e-05,constant,0.5,32,medium,True,True,True,0.9171806250627795,PRUNED
202,202,0.044,2024-05-19 05:45:34.424216,2024-05-19 06:24:36.971009,0 days 00:39:02.546793,tanh,4.038228196352766e-05,0.95,0.95,0.0002345432066105113,linear,2.0,32,medium,True,True,True,0.6319623413914183,PRUNED
203,203,0.356,2024-05-19 05:51:58.314259,2024-05-19 06:23:16.060600,0 days 00:31:17.746341,tanh,4.765773573783561e-07,0.95,0.995,0.0016011755436280627,linear,2.0,256,medium,True,True,True,0.91546292760046,PRUNED
204,204,0.9400000000000001,2024-05-19 05:52:09.843721,2024-05-19 06:08:19.492942,0 days 00:16:09.649221,tanh,7.162238877249518e-07,0.92,0.995,0.00013836332268992772,linear,2.0,64,medium,True,True,True,0.7456106373538921,COMPLETE
205,205,0.0,2024-05-19 05:55:59.674737,2024-05-19 06:33:18.957537,0 days 00:37:19.282800,tanh,3.002814919256445e-05,0.95,0.999,0.0015641337718597967,constant,0.5,32,medium,True,False,True,0.6592496037633203,PRUNED
206,206,1.292,2024-05-19 06:00:12.150982,2024-05-19 06:09:01.778948,0 days 00:08:49.627966,tanh,0.00032743877152737377,0.92,0.995,0.0001549170790600087,linear,0.3,512,medium,True,True,True,0.7161305132486506,COMPLETE
207,207,-5199.294,2024-05-19 06:01:02.582454,2024-05-19 06:40:07.940171,0 days 00:39:05.357717,tanh,0.00014574853593663206,0.92,0.995,0.0005939540788732533,linear,0.8,1024,medium,True,True,True,0.657980997555071,PRUNED
208,208,0.0,2024-05-19 06:02:21.850112,2024-05-19 06:41:09.149361,0 days 00:38:47.299249,tanh,0.00010901808908980527,0.92,0.995,0.0013257905893354763,linear,0.8,512,medium,True,False,True,0.8800971723741499,PRUNED
209,209,0.9360000000000002,2024-05-19 06:02:35.588793,2024-05-19 06:18:55.988068,0 days 00:16:20.399275,tanh,1.9394886142443303e-05,0.92,0.995,0.00027217620013452246,linear,0.8,512,medium,True,True,True,0.45435870073257584,COMPLETE
210,210,0.676,2024-05-19 06:02:40.988718,2024-05-19 06:26:34.233203,0 days 00:23:53.244485,tanh,0.00015240732986740384,0.8,0.995,4.789241820770104e-05,linear,0.8,512,medium,True,True,True,0.8241627848854624,COMPLETE
211,211,0.35,2024-05-19 06:02:46.664816,2024-05-19 06:34:10.109555,0 days 00:31:23.444739,tanh,1.3753883279582746e-05,0.92,0.995,0.0019172598596930274,constant,2.0,1024,medium,True,True,True,0.9618319729927681,PRUNED
212,212,0.366,2024-05-19 06:03:29.282006,2024-05-19 06:34:44.243132,0 days 00:31:14.961126,tanh,7.775621242095975e-06,0.92,0.995,0.0011211641075623664,linear,0.6,512,medium,True,True,True,0.7439240764162007,PRUNED
213,213,0.6759999999999999,2024-05-19 06:08:11.636066,2024-05-19 06:31:58.028457,0 days 00:23:46.392391,tanh,0.0012454469962839855,0.92,0.995,0.0005092571585459996,linear,0.8,128,medium,True,True,True,0.9923532759962645,COMPLETE
214,214,-0.003999999999999999,2024-05-19 06:08:19.493940,2024-05-19 06:47:05.098092,0 days 00:38:45.604152,tanh,9.367473027995549e-07,0.95,0.9999,0.00015431965673309007,linear,0.9,32,medium,True,True,True,0.8863727946748564,PRUNED
215,215,0.6699999999999999,2024-05-19 06:09:01.781946,2024-05-19 06:32:48.459152,0 days 00:23:46.677206,tanh,0.004338479570095268,0.92,0.995,0.0001726433153921643,linear,0.3,512,medium,True,True,True,0.8167905267369525,COMPLETE
216,216,0.382,2024-05-19 06:11:35.280024,2024-05-19 06:42:59.733779,0 days 00:31:24.453755,tanh,4.869779624341779e-05,0.92,0.995,7.295643648284603e-05,linear,0.8,512,medium,True,True,True,0.6495993921316161,COMPLETE
217,217,0.0,2024-05-19 06:15:16.528070,2024-05-19 06:54:03.992133,0 days 00:38:47.464063,relu,3.2731194169001145e-07,0.92,0.9999,0.05548293702451049,constant,2.0,128,medium,True,True,False,0.019950858430581083,PRUNED
218,218,0.942,2024-05-19 06:16:30.889595,2024-05-19 06:32:54.155656,0 days 00:16:23.266061,tanh,6.90556152252307e-05,1.0,0.95,0.0031669675327651017,linear,0.3,512,medium,True,True,True,0.5197457700565903,COMPLETE
219,219,-199.014,2024-05-19 06:18:55.990070,2024-05-19 06:35:11.412567,0 days 00:16:15.422497,tanh,0.0003035446054238173,1.0,0.9999,3.0964866122348704e-05,linear,0.8,512,medium,True,True,True,0.6997066169839625,PRUNED
220,220,0.0,2024-05-19 06:22:42.306885,2024-05-19 07:01:33.203652,0 days 00:38:50.896767,relu,1.4314999963738275e-05,0.92,0.995,9.261578529323367e-05,linear,0.9,512,medium,True,True,True,0.5660014767146081,PRUNED
221,221,0.6699999999999999,2024-05-19 06:23:16.061596,2024-05-19 06:47:14.981917,0 days 00:23:58.920321,tanh,0.000690187439564658,0.92,0.995,2.291798996223499e-05,linear,0.8,512,medium,True,True,True,0.6969158336054173,COMPLETE
222,222,0.874,2024-05-19 06:24:36.972011,2024-05-19 06:41:05.171765,0 days 00:16:28.199754,tanh,3.5580174888072545e-05,0.92,0.995,0.0020321007267838287,linear,0.8,512,medium,True,True,True,0.4253262245399784,COMPLETE
223,223,0.052000000000000005,2024-05-19 06:26:34.235203,2024-05-19 07:05:39.290892,0 days 00:39:05.055689,tanh,0.00104386377770333,0.92,0.995,0.00016235748469328227,linear,0.8,8,medium,True,True,True,0.44939522955770955,PRUNED
224,224,0.358,2024-05-19 06:31:58.029458,2024-05-19 07:03:26.823733,0 days 00:31:28.794275,tanh,6.260494198308057e-05,0.92,0.995,1.3251430333505163e-05,linear,0.5,512,medium,True,True,True,0.6936981645248489,PRUNED
225,225,0.674,2024-05-19 06:32:48.460150,2024-05-19 06:56:44.006688,0 days 00:23:55.546538,tanh,2.7908479477912938e-05,0.92,0.995,0.0005354987051576624,linear,0.8,512,medium,True,True,True,0.3612900062265957,COMPLETE
226,226,-99.99,2024-05-19 06:32:54.157662,2024-05-19 07:11:48.045891,0 days 00:38:53.888229,tanh,1.0837366200856261e-05,1.0,0.95,0.21480498772308154,linear,0.3,512,medium,True,True,True,0.6926703065405407,PRUNED
